Case ID,Activity,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) creator,concept:name,lifecycle:transition
301,watchtv,2011/07/14 15:56:42.000,2011/07/14 16:15:20.000,Variant 22,22,Fluxicon Disco,watchtv,complete
301,work,2011/07/14 16:37:24.000,2011/07/14 16:56:43.000,Variant 22,22,Fluxicon Disco,work,complete
301,outdoors,2011/07/14 16:56:51.000,2011/07/14 17:03:35.000,Variant 22,22,Fluxicon Disco,outdoors,complete
301,work,2011/07/14 17:12:36.000,2011/07/14 17:12:46.000,Variant 22,22,Fluxicon Disco,work,complete
301,relax,2011/07/14 17:29:07.000,2011/07/14 17:29:20.000,Variant 22,22,Fluxicon Disco,relax,complete
301,eatingdrinking,2011/07/14 17:29:47.000,2011/07/14 17:30:48.000,Variant 22,22,Fluxicon Disco,eatingdrinking,complete
301,watchtv,2011/07/14 17:31:18.000,2011/07/14 18:56:22.000,Variant 22,22,Fluxicon Disco,watchtv,complete
301,work,2011/07/14 18:56:46.000,2011/07/14 19:05:24.000,Variant 22,22,Fluxicon Disco,work,complete
301,toilet,2011/07/14 19:05:46.000,2011/07/14 19:08:26.000,Variant 22,22,Fluxicon Disco,toilet,complete
301,watchtv,2011/07/14 19:08:31.000,2011/07/14 19:37:55.000,Variant 22,22,Fluxicon Disco,watchtv,complete
301,eatingdrinking,2011/07/14 21:02:36.000,2011/07/14 21:45:01.000,Variant 22,22,Fluxicon Disco,eatingdrinking,complete
301,toilet,2011/07/14 22:08:55.000,2011/07/14 22:26:02.000,Variant 22,22,Fluxicon Disco,toilet,complete
301,eatingdrinking,2011/07/14 22:27:48.000,2011/07/14 22:28:06.000,Variant 22,22,Fluxicon Disco,eatingdrinking,complete
301,toilet,2011/07/14 23:05:31.000,2011/07/14 23:05:34.000,Variant 22,22,Fluxicon Disco,toilet,complete
301,sleep,2011/07/14 23:19:34.000,2011/07/14 23:19:45.000,Variant 22,22,Fluxicon Disco,sleep,complete
301,work,2011/07/14 23:21:06.000,2011/07/14 23:21:12.000,Variant 22,22,Fluxicon Disco,work,complete
301,sleep,2011/07/14 23:58:14.000,2011/07/15 00:36:12.000,Variant 22,22,Fluxicon Disco,sleep,complete
301,End,2011/07/15 00:36:12.000,2011/07/15 00:36:12.000,Variant 22,22,Fluxicon Disco,End,complete
311,Start,2011/07/15 00:36:14.000,2011/07/15 00:36:14.000,Variant 23,23,Fluxicon Disco,Start,complete
311,toilet,2011/07/15 00:36:14.000,2011/07/15 00:40:52.000,Variant 23,23,Fluxicon Disco,toilet,complete
311,sleep,2011/07/15 01:33:45.000,2011/07/15 02:17:38.000,Variant 23,23,Fluxicon Disco,sleep,complete
311,toilet,2011/07/15 02:17:39.000,2011/07/15 02:30:13.000,Variant 23,23,Fluxicon Disco,toilet,complete
311,sleep,2011/07/15 03:11:40.000,2011/07/15 03:11:56.000,Variant 23,23,Fluxicon Disco,sleep,complete
311,toilet,2011/07/15 03:11:57.000,2011/07/15 03:34:08.000,Variant 23,23,Fluxicon Disco,toilet,complete
311,sleep,2011/07/15 04:20:19.000,2011/07/15 04:20:20.000,Variant 23,23,Fluxicon Disco,sleep,complete
311,toilet,2011/07/15 04:20:28.000,2011/07/15 04:25:24.000,Variant 23,23,Fluxicon Disco,toilet,complete
311,sleep,2011/07/15 04:25:24.000,2011/07/15 06:37:03.000,Variant 23,23,Fluxicon Disco,sleep,complete
311,toilet,2011/07/15 06:37:03.000,2011/07/15 06:51:03.000,Variant 23,23,Fluxicon Disco,toilet,complete
311,sleep,2011/07/15 06:51:03.000,2011/07/15 07:28:47.000,Variant 23,23,Fluxicon Disco,sleep,complete
311,toilet,2011/07/15 07:28:47.000,2011/07/15 07:39:39.000,Variant 23,23,Fluxicon Disco,toilet,complete
311,sleep,2011/07/15 07:39:39.000,2011/07/15 09:15:16.000,Variant 23,23,Fluxicon Disco,sleep,complete
311,personalhygiene,2011/07/15 09:27:18.000,2011/07/15 09:27:50.000,Variant 23,23,Fluxicon Disco,personalhygiene,complete
311,dress,2011/07/15 09:29:12.000,2011/07/15 09:29:50.000,Variant 23,23,Fluxicon Disco,dress,complete
311,toilet,2011/07/15 09:29:54.000,2011/07/15 09:36:02.000,Variant 23,23,Fluxicon Disco,toilet,complete
311,medication,2011/07/15 09:38:26.000,2011/07/15 09:40:09.000,Variant 23,23,Fluxicon Disco,medication,complete
311,toilet,2011/07/15 09:40:27.000,2011/07/15 09:41:02.000,Variant 23,23,Fluxicon Disco,toilet,complete
311,mealpreperation,2011/07/15 09:41:03.000,2011/07/15 10:08:37.000,Variant 23,23,Fluxicon Disco,mealpreperation,complete
311,eatingdrinking,2011/07/15 10:08:39.000,2011/07/15 10:14:06.000,Variant 23,23,Fluxicon Disco,eatingdrinking,complete
311,work,2011/07/15 10:14:26.000,2011/07/15 10:42:30.000,Variant 23,23,Fluxicon Disco,work,complete
311,toilet,2011/07/15 10:42:32.000,2011/07/15 10:47:11.000,Variant 23,23,Fluxicon Disco,toilet,complete
311,work,2011/07/15 10:56:09.000,2011/07/15 10:56:34.000,Variant 23,23,Fluxicon Disco,work,complete
311,work,2011/07/15 12:16:05.000,2011/07/15 12:16:39.000,Variant 23,23,Fluxicon Disco,work,complete
311,personalhygiene,2011/07/15 12:47:30.000,2011/07/15 12:54:50.000,Variant 23,23,Fluxicon Disco,personalhygiene,complete
311,cleaning,2011/07/15 12:55:10.000,2011/07/15 13:10:47.000,Variant 23,23,Fluxicon Disco,cleaning,complete
311,sleep,2011/07/15 13:54:24.000,2011/07/15 13:55:18.000,Variant 23,23,Fluxicon Disco,sleep,complete
311,toilet,2011/07/15 13:59:40.000,2011/07/15 13:59:42.000,Variant 23,23,Fluxicon Disco,toilet,complete
311,sleep,2011/07/15 14:55:36.000,2011/07/15 14:56:02.000,Variant 23,23,Fluxicon Disco,sleep,complete
311,work,2011/07/15 15:03:39.000,2011/07/15 15:52:32.000,Variant 23,23,Fluxicon Disco,work,complete
311,mealpreperation,2011/07/15 15:52:36.000,2011/07/15 16:42:06.000,Variant 23,23,Fluxicon Disco,mealpreperation,complete
311,cleaning,2011/07/15 16:53:49.000,2011/07/15 16:54:08.000,Variant 23,23,Fluxicon Disco,cleaning,complete
311,dress,2011/07/15 17:04:37.000,2011/07/15 17:05:02.000,Variant 23,23,Fluxicon Disco,dress,complete
311,sleep,2011/07/15 17:05:22.000,2011/07/15 17:49:08.000,Variant 23,23,Fluxicon Disco,sleep,complete
311,watchtv,2011/07/15 17:49:09.000,2011/07/15 18:56:10.000,Variant 23,23,Fluxicon Disco,watchtv,complete
311,toilet,2011/07/15 19:01:33.000,2011/07/15 19:01:34.000,Variant 23,23,Fluxicon Disco,toilet,complete
311,medication,2011/07/15 19:02:05.000,2011/07/15 19:02:17.000,Variant 23,23,Fluxicon Disco,medication,complete
311,watchtv,2011/07/15 19:12:04.000,2011/07/15 19:27:03.000,Variant 23,23,Fluxicon Disco,watchtv,complete
311,toilet,2011/07/15 19:27:04.000,2011/07/15 19:27:54.000,Variant 23,23,Fluxicon Disco,toilet,complete
311,toilet,2011/07/15 20:01:51.000,2011/07/15 20:01:51.000,Variant 23,23,Fluxicon Disco,toilet,complete
311,watchtv,2011/07/15 20:27:10.000,2011/07/15 20:27:24.000,Variant 23,23,Fluxicon Disco,watchtv,complete
311,toilet,2011/07/15 20:27:31.000,2011/07/15 20:28:10.000,Variant 23,23,Fluxicon Disco,toilet,complete
311,cleaning,2011/07/15 20:28:11.000,2011/07/15 20:31:28.000,Variant 23,23,Fluxicon Disco,cleaning,complete
311,watchtv,2011/07/15 20:57:27.000,2011/07/15 21:00:33.000,Variant 23,23,Fluxicon Disco,watchtv,complete
311,work,2011/07/15 21:05:32.000,2011/07/15 21:05:39.000,Variant 23,23,Fluxicon Disco,work,complete
311,cleaning,2011/07/15 21:05:44.000,2011/07/15 21:08:23.000,Variant 23,23,Fluxicon Disco,cleaning,complete
311,work,2011/07/15 21:12:50.000,2011/07/15 21:28:57.000,Variant 23,23,Fluxicon Disco,work,complete
311,dress,2011/07/15 21:31:38.000,2011/07/15 21:34:12.000,Variant 23,23,Fluxicon Disco,dress,complete
311,personalhygiene,2011/07/15 21:34:14.000,2011/07/15 21:49:02.000,Variant 23,23,Fluxicon Disco,personalhygiene,complete
311,watchtv,2011/07/15 22:48:10.000,2011/07/15 22:48:14.000,Variant 23,23,Fluxicon Disco,watchtv,complete
311,medication,2011/07/15 22:48:16.000,2011/07/15 22:48:40.000,Variant 23,23,Fluxicon Disco,medication,complete
311,toilet,2011/07/15 22:52:45.000,2011/07/15 22:53:05.000,Variant 23,23,Fluxicon Disco,toilet,complete
311,sleep,2011/07/15 22:53:06.000,2011/07/16 00:16:08.000,Variant 23,23,Fluxicon Disco,sleep,complete
311,End,2011/07/16 00:16:08.000,2011/07/16 00:16:08.000,Variant 23,23,Fluxicon Disco,End,complete
341,Start,2011/07/18 00:01:58.000,2011/07/18 00:01:58.000,Variant 24,24,Fluxicon Disco,Start,complete
341,bathe,2011/07/18 00:01:58.000,2011/07/18 00:02:04.000,Variant 24,24,Fluxicon Disco,bathe,complete
341,dress,2011/07/18 00:02:26.000,2011/07/18 00:03:07.000,Variant 24,24,Fluxicon Disco,dress,complete
341,medication,2011/07/18 00:03:20.000,2011/07/18 00:06:17.000,Variant 24,24,Fluxicon Disco,medication,complete
341,sleep,2011/07/18 01:32:55.000,2011/07/18 01:33:22.000,Variant 24,24,Fluxicon Disco,sleep,complete
341,toilet,2011/07/18 01:33:24.000,2011/07/18 01:39:21.000,Variant 24,24,Fluxicon Disco,toilet,complete
341,sleep,2011/07/18 02:17:00.000,2011/07/18 02:17:11.000,Variant 24,24,Fluxicon Disco,sleep,complete
341,toilet,2011/07/18 02:17:14.000,2011/07/18 02:21:05.000,Variant 24,24,Fluxicon Disco,toilet,complete
341,sleep,2011/07/18 02:21:42.000,2011/07/18 03:37:08.000,Variant 24,24,Fluxicon Disco,sleep,complete
341,toilet,2011/07/18 03:37:15.000,2011/07/18 03:52:31.000,Variant 24,24,Fluxicon Disco,toilet,complete
341,sleep,2011/07/18 04:14:42.000,2011/07/18 04:14:53.000,Variant 24,24,Fluxicon Disco,sleep,complete
341,toilet,2011/07/18 04:14:54.000,2011/07/18 04:32:20.000,Variant 24,24,Fluxicon Disco,toilet,complete
341,sleep,2011/07/18 05:04:04.000,2011/07/18 07:27:45.000,Variant 24,24,Fluxicon Disco,sleep,complete
341,toilet,2011/07/18 07:27:46.000,2011/07/18 07:39:45.000,Variant 24,24,Fluxicon Disco,toilet,complete
341,sleep,2011/07/18 07:43:55.000,2011/07/18 09:39:20.000,Variant 24,24,Fluxicon Disco,sleep,complete
341,toilet,2011/07/18 09:39:21.000,2011/07/18 09:53:11.000,Variant 24,24,Fluxicon Disco,toilet,complete
341,sleep,2011/07/18 10:06:09.000,2011/07/18 11:08:04.000,Variant 24,24,Fluxicon Disco,sleep,complete
341,personalhygiene,2011/07/18 11:08:05.000,2011/07/18 11:19:02.000,Variant 24,24,Fluxicon Disco,personalhygiene,complete
341,toilet,2011/07/18 11:19:09.000,2011/07/18 11:27:01.000,Variant 24,24,Fluxicon Disco,toilet,complete
341,medication,2011/07/18 11:29:06.000,2011/07/18 11:29:21.000,Variant 24,24,Fluxicon Disco,medication,complete
341,toilet,2011/07/18 11:34:16.000,2011/07/18 11:34:35.000,Variant 24,24,Fluxicon Disco,toilet,complete
341,mealpreperation,2011/07/18 11:48:34.000,2011/07/18 11:48:34.000,Variant 24,24,Fluxicon Disco,mealpreperation,complete
341,eatingdrinking,2011/07/18 11:55:16.000,2011/07/18 11:56:37.000,Variant 24,24,Fluxicon Disco,eatingdrinking,complete
341,work,2011/07/18 12:34:22.000,2011/07/18 12:34:42.000,Variant 24,24,Fluxicon Disco,work,complete
341,relax,2011/07/18 12:49:15.000,2011/07/18 12:51:51.000,Variant 24,24,Fluxicon Disco,relax,complete
341,toilet,2011/07/18 12:53:44.000,2011/07/18 12:54:08.000,Variant 24,24,Fluxicon Disco,toilet,complete
341,entertainguests,2011/07/18 13:26:28.000,2011/07/18 13:26:29.000,Variant 24,24,Fluxicon Disco,entertainguests,complete
341,outdoors,2011/07/18 13:27:00.000,2011/07/18 15:01:18.000,Variant 24,24,Fluxicon Disco,outdoors,complete
341,work,2011/07/18 15:01:25.000,2011/07/18 15:17:54.000,Variant 24,24,Fluxicon Disco,work,complete
341,mealpreperation,2011/07/18 15:17:58.000,2011/07/18 15:47:40.000,Variant 24,24,Fluxicon Disco,mealpreperation,complete
341,eatingdrinking,2011/07/18 15:56:21.000,2011/07/18 16:00:05.000,Variant 24,24,Fluxicon Disco,eatingdrinking,complete
341,cleaning,2011/07/18 16:04:00.000,2011/07/18 16:04:29.000,Variant 24,24,Fluxicon Disco,cleaning,complete
341,sleep,2011/07/18 17:02:49.000,2011/07/18 17:03:38.000,Variant 24,24,Fluxicon Disco,sleep,complete
341,toilet,2011/07/18 17:07:36.000,2011/07/18 17:18:23.000,Variant 24,24,Fluxicon Disco,toilet,complete
341,watchtv,2011/07/18 17:18:24.000,2011/07/18 18:00:12.000,Variant 24,24,Fluxicon Disco,watchtv,complete
341,watchtv,2011/07/18 18:15:16.000,2011/07/18 19:13:07.000,Variant 24,24,Fluxicon Disco,watchtv,complete
341,cleaning,2011/07/18 19:13:08.000,2011/07/18 19:27:13.000,Variant 24,24,Fluxicon Disco,cleaning,complete
341,sleep,2011/07/18 19:27:44.000,2011/07/18 21:47:54.000,Variant 24,24,Fluxicon Disco,sleep,complete
341,personalhygiene,2011/07/18 21:59:23.000,2011/07/18 21:59:27.000,Variant 24,24,Fluxicon Disco,personalhygiene,complete
341,watchtv,2011/07/18 21:59:28.000,2011/07/18 22:58:00.000,Variant 24,24,Fluxicon Disco,watchtv,complete
341,work,2011/07/18 23:00:35.000,2011/07/18 23:28:21.000,Variant 24,24,Fluxicon Disco,work,complete
341,toilet,2011/07/18 23:28:22.000,2011/07/18 23:33:23.000,Variant 24,24,Fluxicon Disco,toilet,complete
341,medication,2011/07/18 23:33:31.000,2011/07/18 23:34:27.000,Variant 24,24,Fluxicon Disco,medication,complete
341,personalhygiene,2011/07/18 23:40:33.000,2011/07/18 23:42:40.000,Variant 24,24,Fluxicon Disco,personalhygiene,complete
341,End,2011/07/18 23:42:40.000,2011/07/18 23:42:40.000,Variant 24,24,Fluxicon Disco,End,complete
351,Start,2011/07/19 00:26:33.000,2011/07/19 00:26:33.000,Variant 25,25,Fluxicon Disco,Start,complete
351,sleep,2011/07/19 00:26:33.000,2011/07/19 00:50:02.000,Variant 25,25,Fluxicon Disco,sleep,complete
351,toilet,2011/07/19 00:50:04.000,2011/07/19 01:03:08.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,sleep,2011/07/19 01:15:33.000,2011/07/19 02:17:23.000,Variant 25,25,Fluxicon Disco,sleep,complete
351,toilet,2011/07/19 02:17:24.000,2011/07/19 02:27:10.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,sleep,2011/07/19 02:54:07.000,2011/07/19 02:54:23.000,Variant 25,25,Fluxicon Disco,sleep,complete
351,toilet,2011/07/19 02:54:24.000,2011/07/19 03:03:49.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,sleep,2011/07/19 03:04:02.000,2011/07/19 05:02:48.000,Variant 25,25,Fluxicon Disco,sleep,complete
351,toilet,2011/07/19 05:02:49.000,2011/07/19 05:26:49.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,sleep,2011/07/19 05:28:41.000,2011/07/19 07:19:33.000,Variant 25,25,Fluxicon Disco,sleep,complete
351,toilet,2011/07/19 07:19:33.000,2011/07/19 07:50:28.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,dress,2011/07/19 07:53:47.000,2011/07/19 08:01:09.000,Variant 25,25,Fluxicon Disco,dress,complete
351,toilet,2011/07/19 08:01:15.000,2011/07/19 08:04:06.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,dress,2011/07/19 08:04:10.000,2011/07/19 08:08:47.000,Variant 25,25,Fluxicon Disco,dress,complete
351,toilet,2011/07/19 08:08:53.000,2011/07/19 08:14:22.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,medication,2011/07/19 08:14:53.000,2011/07/19 08:14:53.000,Variant 25,25,Fluxicon Disco,medication,complete
351,mealpreperation,2011/07/19 08:24:33.000,2011/07/19 08:24:54.000,Variant 25,25,Fluxicon Disco,mealpreperation,complete
351,toilet,2011/07/19 08:24:55.000,2011/07/19 08:25:31.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,mealpreperation,2011/07/19 08:25:39.000,2011/07/19 08:41:42.000,Variant 25,25,Fluxicon Disco,mealpreperation,complete
351,eatingdrinking,2011/07/19 08:56:40.000,2011/07/19 08:56:44.000,Variant 25,25,Fluxicon Disco,eatingdrinking,complete
351,cleaning,2011/07/19 08:57:19.000,2011/07/19 08:57:39.000,Variant 25,25,Fluxicon Disco,cleaning,complete
351,personalhygiene,2011/07/19 09:21:52.000,2011/07/19 09:37:19.000,Variant 25,25,Fluxicon Disco,personalhygiene,complete
351,work,2011/07/19 09:49:27.000,2011/07/19 09:51:03.000,Variant 25,25,Fluxicon Disco,work,complete
351,relax,2011/07/19 09:51:04.000,2011/07/19 09:55:27.000,Variant 25,25,Fluxicon Disco,relax,complete
351,work,2011/07/19 09:57:48.000,2011/07/19 09:58:00.000,Variant 25,25,Fluxicon Disco,work,complete
351,outdoors,2011/07/19 09:58:12.000,2011/07/19 10:30:06.000,Variant 25,25,Fluxicon Disco,outdoors,complete
351,work,2011/07/19 10:30:15.000,2011/07/19 10:35:04.000,Variant 25,25,Fluxicon Disco,work,complete
351,cleaning,2011/07/19 10:35:18.000,2011/07/19 10:53:38.000,Variant 25,25,Fluxicon Disco,cleaning,complete
351,work,2011/07/19 11:07:48.000,2011/07/19 11:08:06.000,Variant 25,25,Fluxicon Disco,work,complete
351,relax,2011/07/19 11:08:06.000,2011/07/19 11:50:58.000,Variant 25,25,Fluxicon Disco,relax,complete
351,toilet,2011/07/19 11:51:00.000,2011/07/19 11:55:24.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,outdoors,2011/07/19 12:33:02.000,2011/07/19 12:39:18.000,Variant 25,25,Fluxicon Disco,outdoors,complete
351,relax,2011/07/19 12:54:30.000,2011/07/19 12:55:44.000,Variant 25,25,Fluxicon Disco,relax,complete
351,toilet,2011/07/19 12:56:03.000,2011/07/19 12:56:07.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,relax,2011/07/19 12:56:18.000,2011/07/19 13:14:52.000,Variant 25,25,Fluxicon Disco,relax,complete
351,toilet,2011/07/19 13:16:21.000,2011/07/19 14:13:19.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,outdoors,2011/07/19 14:13:29.000,2011/07/19 15:08:56.000,Variant 25,25,Fluxicon Disco,outdoors,complete
351,toilet,2011/07/19 15:22:07.000,2011/07/19 15:27:23.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,dress,2011/07/19 15:27:29.000,2011/07/19 15:28:32.000,Variant 25,25,Fluxicon Disco,dress,complete
351,toilet,2011/07/19 15:28:43.000,2011/07/19 15:41:22.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,mealpreperation,2011/07/19 15:41:22.000,2011/07/19 16:05:17.000,Variant 25,25,Fluxicon Disco,mealpreperation,complete
351,eatingdrinking,2011/07/19 16:05:18.000,2011/07/19 16:30:17.000,Variant 25,25,Fluxicon Disco,eatingdrinking,complete
351,sleep,2011/07/19 17:17:18.000,2011/07/19 17:17:28.000,Variant 25,25,Fluxicon Disco,sleep,complete
351,toilet,2011/07/19 17:21:04.000,2011/07/19 17:21:44.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,medication,2011/07/19 17:22:07.000,2011/07/19 17:22:10.000,Variant 25,25,Fluxicon Disco,medication,complete
351,sleep,2011/07/19 17:24:57.000,2011/07/19 19:12:38.000,Variant 25,25,Fluxicon Disco,sleep,complete
351,toilet,2011/07/19 19:17:23.000,2011/07/19 19:17:26.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,sleep,2011/07/19 19:21:51.000,2011/07/19 20:20:01.000,Variant 25,25,Fluxicon Disco,sleep,complete
351,watchtv,2011/07/19 20:20:03.000,2011/07/19 21:08:45.000,Variant 25,25,Fluxicon Disco,watchtv,complete
351,sleep,2011/07/19 21:08:45.000,2011/07/19 21:54:25.000,Variant 25,25,Fluxicon Disco,sleep,complete
351,work,2011/07/19 22:18:40.000,2011/07/19 22:18:58.000,Variant 25,25,Fluxicon Disco,work,complete
351,toilet,2011/07/19 22:18:58.000,2011/07/19 22:24:09.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,work,2011/07/19 22:30:05.000,2011/07/19 22:30:34.000,Variant 25,25,Fluxicon Disco,work,complete
351,dress,2011/07/19 22:33:02.000,2011/07/19 22:33:03.000,Variant 25,25,Fluxicon Disco,dress,complete
351,personalhygiene,2011/07/19 22:33:03.000,2011/07/19 22:47:29.000,Variant 25,25,Fluxicon Disco,personalhygiene,complete
351,toilet,2011/07/19 22:47:38.000,2011/07/19 22:50:19.000,Variant 25,25,Fluxicon Disco,toilet,complete
351,medication,2011/07/19 22:50:20.000,2011/07/19 22:51:09.000,Variant 25,25,Fluxicon Disco,medication,complete
351,watchtv,2011/07/19 22:54:18.000,2011/07/19 22:54:19.000,Variant 25,25,Fluxicon Disco,watchtv,complete
351,End,2011/07/19 22:54:19.000,2011/07/19 22:54:19.000,Variant 25,25,Fluxicon Disco,End,complete
361,Start,2011/07/20 00:26:59.000,2011/07/20 00:26:59.000,Variant 26,26,Fluxicon Disco,Start,complete
361,sleep,2011/07/20 00:26:59.000,2011/07/20 00:27:11.000,Variant 26,26,Fluxicon Disco,sleep,complete
361,toilet,2011/07/20 00:27:13.000,2011/07/20 00:32:55.000,Variant 26,26,Fluxicon Disco,toilet,complete
361,watchtv,2011/07/20 00:54:59.000,2011/07/20 01:21:08.000,Variant 26,26,Fluxicon Disco,watchtv,complete
361,toilet,2011/07/20 01:21:09.000,2011/07/20 01:34:02.000,Variant 26,26,Fluxicon Disco,toilet,complete
361,watchtv,2011/07/20 01:56:16.000,2011/07/20 01:56:24.000,Variant 26,26,Fluxicon Disco,watchtv,complete
361,personalhygiene,2011/07/20 01:56:27.000,2011/07/20 02:13:24.000,Variant 26,26,Fluxicon Disco,personalhygiene,complete
361,sleep,2011/07/20 02:13:25.000,2011/07/20 04:22:47.000,Variant 26,26,Fluxicon Disco,sleep,complete
361,toilet,2011/07/20 04:22:48.000,2011/07/20 04:28:57.000,Variant 26,26,Fluxicon Disco,toilet,complete
361,sleep,2011/07/20 04:29:12.000,2011/07/20 05:57:58.000,Variant 26,26,Fluxicon Disco,sleep,complete
361,toilet,2011/07/20 05:58:01.000,2011/07/20 06:13:07.000,Variant 26,26,Fluxicon Disco,toilet,complete
361,sleep,2011/07/20 08:01:41.000,2011/07/20 08:02:05.000,Variant 26,26,Fluxicon Disco,sleep,complete
361,toilet,2011/07/20 08:15:12.000,2011/07/20 08:16:38.000,Variant 26,26,Fluxicon Disco,toilet,complete
361,sleep,2011/07/20 08:16:40.000,2011/07/20 10:00:27.000,Variant 26,26,Fluxicon Disco,sleep,complete
361,personalhygiene,2011/07/20 10:00:28.000,2011/07/20 10:12:12.000,Variant 26,26,Fluxicon Disco,personalhygiene,complete
361,toilet,2011/07/20 10:12:13.000,2011/07/20 10:14:41.000,Variant 26,26,Fluxicon Disco,toilet,complete
361,groom,2011/07/20 10:18:04.000,2011/07/20 10:22:34.000,Variant 26,26,Fluxicon Disco,groom,complete
361,dress,2011/07/20 10:22:38.000,2011/07/20 10:23:58.000,Variant 26,26,Fluxicon Disco,dress,complete
361,groom,2011/07/20 10:24:40.000,2011/07/20 10:24:42.000,Variant 26,26,Fluxicon Disco,groom,complete
361,dress,2011/07/20 10:24:43.000,2011/07/20 10:31:04.000,Variant 26,26,Fluxicon Disco,dress,complete
361,toilet,2011/07/20 10:31:10.000,2011/07/20 10:35:16.000,Variant 26,26,Fluxicon Disco,toilet,complete
361,medication,2011/07/20 10:36:09.000,2011/07/20 10:36:09.000,Variant 26,26,Fluxicon Disco,medication,complete
361,mealpreperation,2011/07/20 10:48:38.000,2011/07/20 10:48:40.000,Variant 26,26,Fluxicon Disco,mealpreperation,complete
361,eatingdrinking,2011/07/20 11:04:30.000,2011/07/20 11:05:18.000,Variant 26,26,Fluxicon Disco,eatingdrinking,complete
361,toilet,2011/07/20 11:05:19.000,2011/07/20 11:06:05.000,Variant 26,26,Fluxicon Disco,toilet,complete
361,cleaning,2011/07/20 11:17:18.000,2011/07/20 11:17:42.000,Variant 26,26,Fluxicon Disco,cleaning,complete
361,toilet,2011/07/20 11:20:32.000,2011/07/20 11:20:55.000,Variant 26,26,Fluxicon Disco,toilet,complete
361,cleaning,2011/07/20 11:20:57.000,2011/07/20 11:36:59.000,Variant 26,26,Fluxicon Disco,cleaning,complete
361,toilet,2011/07/20 11:37:19.000,2011/07/20 11:44:07.000,Variant 26,26,Fluxicon Disco,toilet,complete
361,work,2011/07/20 11:44:11.000,2011/07/20 12:31:14.000,Variant 26,26,Fluxicon Disco,work,complete
361,relax,2011/07/20 12:33:41.000,2011/07/20 12:35:20.000,Variant 26,26,Fluxicon Disco,relax,complete
361,sleep,2011/07/20 12:35:36.000,2011/07/20 12:46:36.000,Variant 26,26,Fluxicon Disco,sleep,complete
361,relax,2011/07/20 12:46:37.000,2011/07/20 12:51:08.000,Variant 26,26,Fluxicon Disco,relax,complete
361,toilet,2011/07/20 12:51:53.000,2011/07/20 12:55:51.000,Variant 26,26,Fluxicon Disco,toilet,complete
361,mealpreperation,2011/07/20 13:40:03.000,2011/07/20 14:08:17.000,Variant 26,26,Fluxicon Disco,mealpreperation,complete
361,eatingdrinking,2011/07/20 14:32:02.000,2011/07/20 14:32:17.000,Variant 26,26,Fluxicon Disco,eatingdrinking,complete
361,cleaning,2011/07/20 14:38:34.000,2011/07/20 14:52:40.000,Variant 26,26,Fluxicon Disco,cleaning,complete
361,work,2011/07/20 14:53:39.000,2011/07/20 15:16:43.000,Variant 26,26,Fluxicon Disco,work,complete
361,sleep,2011/07/20 15:16:45.000,2011/07/20 16:13:37.000,Variant 26,26,Fluxicon Disco,sleep,complete
361,personalhygiene,2011/07/20 16:21:17.000,2011/07/20 16:21:18.000,Variant 26,26,Fluxicon Disco,personalhygiene,complete
361,dress,2011/07/20 16:21:22.000,2011/07/20 16:28:16.000,Variant 26,26,Fluxicon Disco,dress,complete
361,toilet,2011/07/20 16:28:18.000,2011/07/20 16:29:22.000,Variant 26,26,Fluxicon Disco,toilet,complete
361,work,2011/07/20 16:29:42.000,2011/07/20 16:52:55.000,Variant 26,26,Fluxicon Disco,work,complete
361,outdoors,2011/07/20 16:53:05.000,2011/07/20 18:37:33.000,Variant 26,26,Fluxicon Disco,outdoors,complete
361,watchtv,2011/07/20 18:38:20.000,2011/07/20 18:38:27.000,Variant 26,26,Fluxicon Disco,watchtv,complete
361,sleep,2011/07/20 18:38:28.000,2011/07/20 21:56:13.000,Variant 26,26,Fluxicon Disco,sleep,complete
361,cleaning,2011/07/20 21:56:15.000,2011/07/20 21:58:51.000,Variant 26,26,Fluxicon Disco,cleaning,complete
361,personalhygiene,2011/07/20 22:05:45.000,2011/07/20 22:07:10.000,Variant 26,26,Fluxicon Disco,personalhygiene,complete
361,watchtv,2011/07/20 22:07:11.000,2011/07/20 22:57:13.000,Variant 26,26,Fluxicon Disco,watchtv,complete
361,cleaning,2011/07/20 22:57:15.000,2011/07/20 23:11:44.000,Variant 26,26,Fluxicon Disco,cleaning,complete
